utterance,emotion,did
können Sie auch Katzen bekommen,joy,156
Was? Wie haben Sie aktualisiert?,surprise,156
Ich verstehe die Katzen nicht.,non-neutral,156
es ist ein Osterei,neutral,156
:(,sadness,484
Ich weine,sadness,484
Person_241,neutral,484
"Du heulst sowieso. Aber wenn wir schon dabei sind, was ist Gucci?",neutral,484
U rechts,neutral,484
Ich bin im Unterricht,neutral,484
B0ring.,neutral,484
"Ich habe später Physikreferat, aber bis dahin bin ich auf der Arbeit.",neutral,484
:p,joy,280
Wir werden mehr Chancen bekommen,neutral,280
Ich liebe dich,joy,280
Ich liebe dich auch,joy,280
Also steht der ursprüngliche Plan. Nimm nach der Schule die braune Linie zu Person_154 und ich treffe dich dort,neutral,280
ok :),joy,280
"Warum gibt mir mein Telefon keine Messenger-Benachrichtigungen, das macht mich verrückt",anger,280
"Oh, das ist ärgerlich",neutral,280
Der Typ mit dem beschissenen technischen Schulungsangebot hat mir gemailt,non-neutral,280
"sagte, dass er um 15:30 Uhr anrufen wird",neutral,280
Wie heißt die Spielothek bei Biglots?,neutral,341
Wir haben ein großes Grundstück hier?!,neutral,341
lol,neutral,341
"Ich habe offensichtlich keine Ahnung, hahaha",non-neutral,341
nie vergessen hahaha,joy,341
"Ich habe es versucht, aber meine Kenntnisse in diesem Bereich sind begrenzt hahaha",neutral,341
Es ist von Blue Moon Comics,neutral,341
Ich fand es,neutral,341
Oh! Dope. Was ist da?,surprise,341
es ist ein kleiner Laden mit einem Haufen alter Spiele und Systeme,neutral,341
"Ich werde versuchen, dort ein altes Sysyem zu ergattern.",neutral,341
"Oh, das ist fantastisch.",joy,341
Holen Sie sich ein snes,neutral,341
vielleicht,neutral,341
Oder eine 64,neutral,341
"person_418 bringt einen 64er mit, aber ich möchte einen Spielewürfel oder eine ps2 oder 3 kaufen",neutral,341
"Mmmmm gute Entscheidung. Wenn nicht, holen Sie sich eine ps4 für billig irgendwo.",neutral,341
Person_184 will das immer noch tun,neutral,341
"Ich weiß nur, dass wir für eine Weile keinen bekommen werden",neutral,341
"Macht Sinn, haha, sie sind immer noch ein bisschen teuer.",neutral,341
"Yeaaaah, er sucht nach Angeboten von anderen Leuten, aber das wird sich erst mal nicht ausgehen. Mich juckt auch ein Nostalgie-Kratzer, also",neutral,341
hartes Erschrecken link_11,neutral,341
Oh nein.,non-neutral,341
Ich kann das Parken für Sie bezahlen,neutral,87
es werden nicht mehr als 4 Euro sein,neutral,87
bitte mit dem Auto kommen,neutral,87
"Nun, wir haben gerade festgestellt, dass dieser Camion nur 2 Plätze vorne hat, also spreche ich mit pj, wie wir das schaffen können",neutral,87
oh,non-neutral,87
die mit 3 Platz ist 6m3 ist es für 14€ mehr,neutral,87
Sollten wir es nehmen?,neutral,87
"Ich denke, es ist besser",neutral,87
zum Mitnehmen,neutral,87
plus 14 ist für mich ok,neutral,87
ok dann werde ich es ändern,neutral,87
cool,joy,87
Tornado-Party!,neutral,171
Du bist gestorben?,neutral,171
Kein Pokémon,neutral,171
Muss drinnen bleiben,neutral,171
"Der Buchhaltungsprofessor hat uns gezwungen, nach unten zu gehen",neutral,171
I gelangweilt,neutral,171
Klasse ist ein Schutzraum,neutral,171
Ich passe auf!,neutral,171
"Nein, sind Sie nicht",non-neutral,171
"Erinnern Sie sich auch, als ich dachte, dass 1000 Pokestops eine Menge sind",neutral,171
?,neutral,171
Ich bin nicht mal nah dran,neutral,171
"Ja, da ist immer noch eine anständige Lücke zwischen uns.",neutral,171
"Ja, ich glaube, das liegt eher an meinem Mangel an Pokestops zu Hause",neutral,171
Wahrscheinlich ein bisschen von beidem. Es gibt definitiv eine XP-Lücke,neutral,171
15 weitere Minuten Tornado,neutral,171
Wenn sie die Warnung nicht erneuern,neutral,171
Ich sollte aufpassen,neutral,171
Ich gehe jetzt,neutral,171
Sie gehen,neutral,171
Kann also spät werden. Müssen Möbel und dann zum Mitbewohnertreffen gehen,neutral,171
Das sagten Sie gestern,neutral,171
Haben Sie schon von dem Spiel Farbwechsel gehört,neutral,718
Nein,neutral,718
"Sie sollten es herunterladen, es ist wie Flappy Bird auf Crack, aber wie ein besseres Spiel",joy,718
Ok,neutral,718
"Ich bin schlecht darin, aber lol",joy,718
Was ist Ihr Beat,neutral,718
Best,neutral,718
1,neutral,718
Was? Ich habe 9 mein erster Versuch,non-neutral,718
Omfg,surprise,718
"Ich habe dir gesagt, dass ich scheiße bin",sadness,718
Der Höchststand unseres Teams ist 28,neutral,718
12,neutral,718
Verdammt noch mal,anger,718
14,neutral,718
13 Ich meine,neutral,718
Wie haben Sie nicht mehr als 1,surprise,718
Idk lmao omg,joy,718
Ich bin immer voreilig,neutral,718
Gefällt Ihnen das?,neutral,718
Es ist in Ordnung,neutral,718
Oh,neutral,718
"organisation_72 einzige ungeschlagene Mannschaft, die noch übrig ist, glaube ich",neutral,718
Natürlich,neutral,364
Sie sehen wunderschön aus :),joy,364
"Aber wenn Sie es nicht mögen, werde ich es nicht tun.",neutral,364
"Ich denke, es ist in Ordnung",neutral,364
Ich komme gleich nach oben,neutral,364
Ok.,neutral,364
Ich bin Welpen kaufen rn,neutral,364
Was für ein Welpe?,neutral,364
Wir sind uns noch nicht sicher,neutral,364
link_15,neutral,516
Oh Gott,surprise,516
mindestens einmal in diesem Jahr,neutral,516
wir müssen eine Sache ausprobieren,neutral,516
im Grunde eine brandneue Kinect an ein Rigg schnallen,neutral,516
und Knochendaten einer Person aufzeichnen,neutral,516
dann übergeordnetes Alien-/Roboter-Rig dazu,neutral,516
"Ich wollte schon seit letztem Sommer Leute scannen, haha ich bin dabei.",joy,516
haha jaaaa,joy,516
"Ja! Er sagte, er habe die Note eingegeben, aber vergessen, sie einzureichen oder so etwas.",non-neutral,585
Oh mein Gott,surprise,585
"Nun, ich bin froh, dass er es trotzdem bekommen hat",neutral,585
Lol ja,joy,585
Aber ich habe immer noch keine Note für eine meiner Klassen,sadness,585
War es nicht heute fällig,neutral,585
"Äh, ja",non-neutral,585
Heute war der Stichtag,neutral,585
...,neutral,585
Vielen Dank auch für die Käsekuchen-Empfehlung,neutral,585
Dieses Zeug ist lächerlich,joy,585
Ikr????,non-neutral,585
"Ich sage jedem, der nach NY geht, dass er es essen soll",neutral,585
"Buchstäblich das Beste, was ich je gegessen habe",joy,585
Sie sind himmlischyyy,joy,585
"Es tut mir leid, dass Sie das alles mitmachen müssen.",sadness,5
Warum können neue Dinge nicht schön sein,sadness,5
WARUM KÖNNEN SIE NICHT!!,sadness,5
Person_5,sadness,5
LASSEN SIE ES RAUS,sadness,5
BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,sadness,5
"Haben Sie versucht, mich anzurufen?",neutral,5
Ich hatte ständig unterbrochene Anrufe,neutral,5
haha ja,neutral,5
Entschuldigung,sadness,5
Ich habe mein Telefon getestet,neutral,5
Hallo,neutral,659
"Wer ist das Kind mit dem seltsamsten Namen, das Sie je kennengelernt haben?",neutral,659
"Wie jemand, den ich persönlich kenne?",neutral,659
Oder zählen berühmte Menschen,neutral,659
"Jemand, den Sie kennen",neutral,659
Sie kennen mein Recht,neutral,659
Ozean,neutral,659
ja,neutral,659
roflmao,joy,659
das Kind,neutral,659
Er und person_320 sind so ein Spaßvogel,joy,659
"Ja, das verstehe ich nicht",neutral,659
Was verstehen Sie nicht?,neutral,659
Ozean,neutral,659
What dont u understand,neutral,659
Ya,neutral,443
"Nicht in der Lage, watsapp zu verwenden",neutral,443
Haben Sie dieses Profil gesehen,neutral,443
"Ja, Kumpel... Jede Firma würde ihn nehmen, Mann",surprise,443
Haha ja,joy,443
Person_228,neutral,443
Aber haben Sie die Korrelation gesehen,non-neutral,443
Person_85,neutral,443
Das habe ich mit Produktdesign gemeint,neutral,443
Was hat er in ms gemacht?,neutral,443
"Ich denke im Produktdesign, hier in der Organisation_20",neutral,443
"Ohh... Das ist es, was ich will, wenn ich dort einen Kurs bekomme",neutral,443
Er leitete das Hyperloop-Team der CMU,neutral,443
Jaaa,neutral,443
Kühl,joy,443
Es ist ein 1-Jahres-Kurs,neutral,443
"Ich kann versuchen, die Leute zu verbinden",neutral,443
So können Sie mehr Anleitung von ihm erhalten,neutral,443
Ich werde leider bei Interviews sein,sadness,412
Ich kann am darauffolgenden Donnerstag nachsehen. Geht das?,neutral,412
"Dienstag dieser Woche würde funktionieren, aber wenn Sie es bereits angefordert haben, ist das in Ordnung",neutral,412
oder mittwochs gegen 13 Uhr,neutral,412
"Tag_1 Datum_1 dann, gleiche Zeit (time_1-time_2). Möchten Sie alle auf meine E-Mail antworten, die das vorschlägt? Ich fühle mich schlecht, dass ich nicht zuerst mit Ihnen konsultiert habe lol",neutral,412
"kein Problem, ich werde fragen!",neutral,412
Bild vergessen zu senden,neutral,487
"Person_242, ich Person_401 und Person_402 haben das Wohnzimmer und die Küche aufgeräumt",neutral,487
"Wir wollten Sie fragen, ob Sie zufällig auch Möbel für das Wohnzimmer haben?",neutral,487
Leider nein. Ich bin direkt von location_52 zu meinem bf gezogen. Habe keine Möbel mitgebracht. Ich habe aber nach ihnen Ausschau gehalten. auf der lafayette Buy and sell Seite,neutral,487
"Okie np. Wir haben ein paar Stühle und so, versucht, das Wohnzimmer hübsch aussehen zu lassen",neutral,487
"Wenn Sie eine freie Futon (das Metall ein Typ ) auf person_243 finden, bitte fühlen Sie sich frei, hier zu teilen und wir werden laufen und bekommen es haha",neutral,487
"Ich glaube nicht, dass jemand von uns in Möbeln verbringen möchte 😬.",neutral,487
"Aber wir können versuchen, etwas umsonst zu bekommen, haha.",neutral,487
"Auch Ihr Raum ac und mein Raum ac haben weniger Luftstrom , dass Problem wird schließlich behoben werden.",neutral,487
"Oh warte, soooo gibt es ein neues Ramen-Lokal in Shadyside :3 Ich glaube, es ist in der Nähe der Walnut St..",neutral,665
Würden Sie es dort versuchen wollen?,neutral,665
lol sicher! Solange wir vor 8 Uhr zurück sind xD,neutral,665
"Oh jk jk Ich habe gerade Bewertungen für den Ort gefunden, über den ich zuerst gesprochen habe :P",neutral,665
"organisation_66 sagte, dass das Ramen wahrscheinlich eines der besten in pgh ist",neutral,665
OOOOOOOO,surprise,665
Okay lol also Ort_1 zur Zeit_1?,neutral,665
Yessss,neutral,665
:D okieee,joy,665
Hast du dich beeilt?,neutral,575
Technisch nicht?,neutral,575
Mein neuer Mitgliedszeitraum beträgt zwei Wochen,neutral,575
Nicht zwei Monate,neutral,575
Also nein?,neutral,575
Aber dennoch,neutral,575
Ja,neutral,575
Herzlichen Glückwunsch!,joy,575
Axo ist solide,neutral,575
"Ja, alle sind sehr nett",joy,575
wen kennen Sie darin?,neutral,575
"person_286, person_287, person_288, und person_277",neutral,575
Person_286 und Person_277 wer?,neutral,575
Person_289 und Person_290,neutral,575
Person_286 ist ein potentieller Großer denke ich,neutral,575
Auch Person_277 ist MSE,neutral,575
person_286 ist großartig!,joy,575
Sie ist wahnsinnig cool,joy,575
Wir bekommen Bubble Tea am Mittwoch,neutral,575
"Ich bin gespannt, sie kennen zu lernen",joy,575
"Oh, ich habe einige von ihnen ziemlich genau das gleiche",neutral,108
Einige von ihnen schließen,neutral,108
ok nvm ich habe die letzten zwei richtig,neutral,108
es waren nur die Fragen aus Kapitel 8,neutral,108
"Oh, die knickenden?",neutral,108
"Ja, die waren seltsam, haha",neutral,108
ja,neutral,108
"v ist eine Konstante, die die axiale und die transversale Dehnung miteinander verbindet",neutral,108
Wie leiten Sie es ab?,neutral,108
gute Frage,neutral,108
In all seinen Beispielen ist es einfach gegeben haha,neutral,108
"Ich habe einfach rückwärts an der ersten Antwort gearbeitet, um sie zu erhalten, und dieses v für den Rest verwendet und es war in Ordnung",neutral,108
"Sie haben also nie einen Weg gefunden, V zu bekommen?",neutral,108
oh es steht in der Tabelle der Materialeigenschaften,neutral,108
Ach wirklich?,surprise,108
ja,neutral,108
Lol,joy,108
fuuuuuuuuuuuuuck,non-neutral,272
"Sie machen immer so einen guten Job damit, alle Vorspeisen liebenswert wie Scheiße zu machen",non-neutral,272
"Ich möchte mit der Eule gehen, da ich keine Katzen mag, aber... die Robbe",neutral,272
Sind Sie ein Sympathisant von Popplio,neutral,272
"Fairerweise muss man sagen, dass er irgendwie wie ein Hund im Robbenanzug aussieht",neutral,272
"Wollen Sie damit sagen, dass Popplio kein kostbares Baby ist?",non-neutral,272
Popplio ist buchstäblich ein Clown,disgust,272
ein kostbares Baby Clown klauen,neutral,272
dort,neutral,272
auch person_479 du solltest dir einen 3ds holen und monster hunter generations und dann Pokmon holen.,neutral,272
"Sie sollten auch Generationen bekommen, person_146",neutral,272
Was ist das,neutral,272
das neueste Monster Hunter-Spiel?,neutral,272
"es ist dope wie Scheiße, hier lassen Sie mich einen Trailer finden",joy,272
Sehe ich aus wie ein Monsterjäger,surprise,272
vielleicht,neutral,272
link_7,neutral,272
"Ok, das sieht cool aus, schätze ich",surprise,272
Sie können auch als Katze spielen,neutral,272
Ok.... Ok....,neutral,272
Ok Person_408...........,neutral,272
Sie kennen mich....,neutral,272
Okay! Ich werde es Sie bald wissen lassen.,joy,198
"""Jugendliche 7-17"" nach 15 Uhr werktags, aber iirc haben sie nie nach einem Ausweis gefragt",neutral,198
lmao gute Scheiße,joy,198
"Tag_1 funktioniert besser für mich, aber wenn Tag_2 für Sie am besten ist, ist das okay",neutral,198
Ich habe vielleicht Pläne für Montag,neutral,198
"Ich melde mich bis Sonntag wieder bei Ihnen, denke ich.",neutral,198
ICH BENUTZTE,neutral,198
"msg mich, wenn ich es nicht habe",neutral,198
haha okay wird gemacht!!,joy,198
Katzen reisen immer,neutral,561
Nein,neutral,561
oh,neutral,561
"denken Sie, dass dies gute Katzennamen sind?",neutral,561
=;,neutral,561
Bargeld und Rugby,neutral,561
"Sie sind in Ordnung, denke ich",neutral,561
dies sind Geschwister Bargeld und Rugby,neutral,561
Nicht geeignet für Katzen,neutral,561
oh,neutral,561
wtf ich musste nicht einmal so tief in die Hocke gehen bei diesem Gruppenbild,non-neutral,561
ich fühle mich betrogen,non-neutral,561
"Lol ja, du siehst so winzig aus",neutral,561
seufz.,sadness,561
so hübsch,joy,561
"mein Freund, der im Ausland in Stadt_1 studiert Stadt_2 reist durch Land_1",joy,561
Ja sehr hübsch,joy,561
"Ja, Kumpel, ich habe es dir gesagt",neutral,213
Ich habe allein im letzten Level etwa 500k bekommen,neutral,213
"Mensch,",non-neutral,213
"Wissen Sie, worauf wir achten müssen?",neutral,213
Durchsagen über Lebendjahr_1,neutral,213
Jahr_2,neutral,213
Wahr wahr wahr,neutral,213
Wir sind definitiv an diesem Punkt angelangt,neutral,213
weil wir da zusammen hingehen müssen,neutral,213
"SMS, wenn Sie vom Essen zurück sind",neutral,467
"ich schreibe dir auch eine SMS, wenn ich zum Essen gehe :p",neutral,467
Ich verstehe Ihre Familie nicht,neutral,467
oops,non-neutral,467
Entschuldigung,sadness,467
"Papa kam nach oben, um mit mir zu reden.",neutral,467
Keine Sorgen,neutral,467
Offensichtlich soll ich heute Abend duschen gehen.,neutral,467
Ist alles in Ordnung?,neutral,467
bs,anger,467
Ihre Familie braucht einen Badplan,neutral,467
Ich habe furchtbare Kopfschmerzen,sadness,467
Als ob der Schmerz das Dach meines Mundes bis zur Spitze meines Schädels ausfüllt,sadness,467
Ich habe vor weniger als einer Stunde 600 mg Ibuprofen eingenommen.,neutral,467
nicht schlecht,neutral,40
wie sieht es bei Ihnen aus?,neutral,40
its meh,neutral,40
"Ich versuche immer noch herauszufinden, was ich im Leben tun soll",neutral,40
"haha ok sollte aufholen; ich bin dabei, zum Russischkurs zu laufen, also lass uns später reden",neutral,40
ooh schön,neutral,40
aufpassen,neutral,40
Sie auch Mann,neutral,40
"Hey, müssen wir den ilearning-Teil in der Nacht wiederholen, nachdem wir ihn gemacht haben?",non-neutral,499
"Ich denke, Sie könnten es später tun und einfach sagen: ""Oh, ich habe vergessen, es Ihnen zu zeigen"" Person_447",neutral,499
ty,neutral,499
auf welchen Abschnitten war der zweite Teil des Finales?,neutral,499
12-16 denke ich,neutral,499
oh schön,surprise,499
16 hat nur eine Frage,neutral,499
ty,joy,499
Hallo,neutral,85
Hallo Mutti,neutral,85
Wie geht es Ihnen?,neutral,85
Ich habe Sie heute Morgen angerufen,neutral,85
ja wir haben geredet,neutral,85
mir geht es gut,neutral,85
u,neutral,85
"Nein, ich habe danach noch einmal von meinem Telefon aus angerufen, um noch einmal mit Ebody zu sprechen",neutral,85
Sie waren wahrscheinlich beschäftigt,neutral,85
"ja ging, um Dinge zu kaufen",neutral,85
Ok ok,neutral,85
Was machen Sie?,neutral,85
Was haben Sie heute zu Abend gegessen?,neutral,85
Wir haben gerade zu Mittag gegessen,neutral,85
Und ich werde jetzt rausgehen,neutral,85
Abendessen bei time-HL,neutral,85
FÜR MICH UND PAPPA,neutral,85
FÜR Organisation_17 MADE BHEL,neutral,85
In 2A gab es Person_59,neutral,85
OK WOHIN GEHST DU,neutral,85
Außerdem müssen wir mit den Vlogs und so anfangen.,neutral,83
Wollen Sie das morgen auch noch machen oder haben Sie viel zu tun?,neutral,83
"Ich habe eine anständige Menge zu tun, also je nachdem, wie der Tag verläuft, kann ich wahrscheinlich später noch etwas erledigen",neutral,83
"Okay, cool. Ich brauche dich nur für ein paar Bilder, dann kannst du wieder an die Arbeit gehen. Ich werde morgen sowieso irgendwann mit dem Houdini-Zeug anfangen.",neutral,83
"Ja, ich muss auch Houdini-Sachen machen lol",neutral,83
"wenn Sie das zur gleichen Zeit wie ich machen wollen, wird es wahrscheinlich auch für Sie von Vorteil sein haha",neutral,83
"Das ist keine schlechte Idee, haha",neutral,83
Sie sollten in Pgh bleiben,neutral,526
"Lügen Sie Ihre Eltern an, dass Sie Resesrch haben",neutral,526
Und unanständige Dinge mit Person_44 tun,joy,526
"Meine Mutter hat einen Kontakt bei organization_56, ich versuche, dort etwas zu bekommen",neutral,526
Das klingt japanisch,neutral,526
Sie sind im Standort_55,neutral,526
"Sie sind eine wirklich große Sache, sie machen eine Menge hinter den Kulissen, wenn es um das Internet geht",neutral,526
